"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"19812097","https://a0.muscache.com/im/pictures/40c55605-efb2-4875-b6f3-508b71968782.jpg?aki_policy=large","139957134","2017-07-11","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/7f94a547-780f-41cc-b3f7-a4d267681e93.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews}","f","40.599095885520256","-73.79943840805997","House","Private room","3","1.0","2","2","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Host greets you}","3","1","2","2017-08-24","2017-08-28","100","10","10","10","10","9","10","flexible","1.50","$50.00"
"12205604","https://a0.muscache.com/im/pictures/684e8ae2-1c3b-4b6d-8502-3d5cdf254a26.jpg?aki_policy=large","19866189","2014-08-11","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/c374698b-98d1-411d-a403-70c5475f1c45.jpg?aki_policy=profile_x_medium","5","{email, phone, facebook, reviews, jumio}","t","40.58775741233655","-73.79308273231591","Bed & Breakfast","Private room","2","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Breakfast,Pets live on this property,Cat(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection}","2","1","30","2016-04-16","2017-08-01","94","10","10","10","10","10","9","strict","1.68","$159.00"
"20587378","https://a0.muscache.com/im/pictures/84889211-72f9-4366-9e9b-90f8720be0cd.jpg?aki_policy=large","51524470","2015-12-16","within an hour","98%","N/A","f","https://a0.muscache.com/im/pictures/b0e81006-5285-420c-8beb-afe03e3a4e8f.jpg?aki_policy=profile_x_medium","8","{email, phone, reviews, jumio, government_id}","t","40.59115587984084","-73.7891030219858","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Hot water,Bed linens,Extra pillows and blankets}","2","1","2","2017-09-03","2017-09-05","90","10","10","10","8","9","9","strict","2","$0.00"
"18359426","https://a0.muscache.com/im/pictures/b1b53c37-2243-44ff-b80c-54cd9c3643cc.jpg?aki_policy=large","82562435","2016-07-08","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/4243ff53-2bed-43e2-a1f0-df20fbeb51a8.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews}","f","40.58937690706322","-73.79447119376545","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Host greets you}","1","2","17","2017-05-10","2017-09-16","99","10","10","10","10","9","10","moderate","3.49","$55.00"
"6576463","https://a0.muscache.com/im/pictures/932cbca9-966f-4be4-9f52-593cfe02ea13.jpg?aki_policy=large","19866189","2014-08-11","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/c374698b-98d1-411d-a403-70c5475f1c45.jpg?aki_policy=profile_x_medium","5","{email, phone, facebook, reviews, jumio}","t","40.58909599051209","-73.79483523925815","Bed & Breakfast","Private room","2","2.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Pets live on this property,Cat(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","41","2015-06-28","2017-08-13","97","10","10","10","10","10","10","strict","1.49","$129.00"
"15342701","https://a0.muscache.com/im/pictures/17f55bad-b11f-4630-840a-c01577e56260.jpg?aki_policy=large","97825348","2016-10-03","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/1a81df2d-dde5-4717-83cd-11e0fefa82c4.jpg?aki_policy=profile_x_medium","1","{email, phone, linkedin, reviews, jumio, government_id}","t","40.59065486562371","-73.79563452430553","Apartment","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","1","8","2016-10-30","2017-09-18","98","10","10","10","10","10","10","moderate","0.71","$150.00"
"13113064","https://a0.muscache.com/im/pictures/1fc61fa7-533e-4e22-9139-49d8c78a9655.jpg?aki_policy=large","52188020","2015-12-24","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/131f9616-9a47-405e-8175-e7d94857bd0d.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.590576832187175","-73.7924750038017","Apartment","Private room","4","1.0","1","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","1","28","2016-05-30","2017-09-14","89","9","10","10","10","9","9","moderate","1.71","$125.00"
"20583998","https://a0.muscache.com/im/pictures/50149ad3-1646-4d0e-a9de-20aa6aa21730.jpg?aki_policy=large","51524470","2015-12-16","within an hour","98%","N/A","f","https://a0.muscache.com/im/pictures/b0e81006-5285-420c-8beb-afe03e3a4e8f.jpg?aki_policy=profile_x_medium","8","{email, phone, reviews, jumio, government_id}","t","40.591030284204116","-73.78908608538791","Apartment","Private room","3","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets}","3","1","5","2017-09-02","2017-09-25","88","10","9","10","9","8","10","strict","5","$40.00"
"18785110","https://a0.muscache.com/im/pictures/5d0321ff-d544-4d63-a4a6-703b17eedee3.jpg?aki_policy=large","51524470","2015-12-16","within an hour","98%","N/A","f","https://a0.muscache.com/im/pictures/b0e81006-5285-420c-8beb-afe03e3a4e8f.jpg?aki_policy=profile_x_medium","8","{email, phone, reviews, jumio, government_id}","t","40.592168351144096","-73.78975845751323","Apartment","Entire home/apt","10","2.0","3","6","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,Private entrance}","12","1","18","2017-05-29","2017-09-10","79","8","8","8","8","9","8","strict","4.25","$225.00"
"16253413","https://a0.muscache.com/im/pictures/ad5570b8-4ce5-43ec-a793-f02fef72cc15.jpg?aki_policy=large","36234811","2015-06-19","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/36234811/profile_pic/1434758939/original.jpg?aki_policy=profile_x_medium","4","{email, phone, google, linkedin, reviews}","f","40.589890497030915","-73.79116706735911","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","2","1","5","2016-12-30","2017-07-27","95","10","10","10","10","9","10","strict","0.54","$69.00"
"16254609","https://a0.muscache.com/im/pictures/a319bfc6-6390-4ee7-acfb-c6910bf37ae8.jpg?aki_policy=large","36234811","2015-06-19","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/36234811/profile_pic/1434758939/original.jpg?aki_policy=profile_x_medium","4","{email, phone, google, linkedin, reviews}","f","40.59153438734225","-73.79166458588024","House","Entire home/apt","7","2.0","3","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","4","1","19","2017-03-26","2017-08-28","92","10","10","10","10","9","9","strict","2.98","$200.00"
"18504871","https://a0.muscache.com/im/pictures/e0960816-ccc8-4ee4-a903-22fc338818ec.jpg?aki_policy=large","75019164","2016-05-31","within a few hours","90%","N/A","f","https://a0.muscache.com/im/pictures/5a991b06-7ad3-4912-b1e6-03cf6db66da7.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio, government_id}","t","40.75448537902043","-73.91403654829817","Apartment","Private room","2","1.0","1","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance,Room-darkening shades}","1","1","12","2017-05-04","2017-09-18","97","10","10","10","10","9","9","moderate","2.37","$100.00"
"17097898","https://a0.muscache.com/im/pictures/c30d73ed-734c-4df1-a888-7c91bc1f81ec.jpg?aki_policy=large","51459559","2015-12-15","within an hour","91%","N/A","f","https://a0.muscache.com/im/pictures/facce024-7fcb-463e-a347-2af49c1dec00.jpg?aki_policy=profile_x_medium","2","{phone, reviews}","f","40.7590210297416","-73.91539708252068","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection}","1","4","12","2017-05-18","2017-09-29","93","10","10","10","10","10","10","flexible","2.59","$47.00"
"14303304","https://a0.muscache.com/im/pictures/d03f6cdd-b866-4d16-85b1-fcab80437974.jpg?aki_policy=large","5613109","2013-03-25","within a day","80%","N/A","f","https://a0.muscache.com/im/pictures/975c44d3-6af1-414e-8989-7ab133e740fb.jpg?aki_policy=profile_x_medium","3","{email, phone, facebook, reviews}","f","40.75812299270165","-73.9184726014974","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","1","20","2016-08-10","2017-07-23","96","10","10","10","10","9","9","flexible","1.43","$75.00"
"14959164","https://a0.muscache.com/im/pictures/430d220f-6125-4309-8616-d45164136b5d.jpg?aki_policy=large","94112107","2016-09-07","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/b27e8fd5-74a2-4da3-84dc-a8cd0fef0bf3.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews}","f","40.75874611625802","-73.91828251961047","House","Private room","2","1.5","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","1","23","2016-10-16","2017-09-24","94","10","9","10","10","10","9","flexible","1.95","$80.00"
"4008443","https://a0.muscache.com/im/pictures/50406420/57e3d6a6_original.jpg?aki_policy=large","20741468","2014-08-30","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/20741468/profile_pic/1409494183/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.75567700014292","-73.91577929690128","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","17","2015-05-03","2017-09-24","100","10","10","9","10","10","10","strict","0.58","$65.00"
"19475065","https://a0.muscache.com/im/pictures/ca54cddd-38ae-4d1b-9b16-8d96806f962c.jpg?aki_policy=large","87250935","2016-08-01","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/deb5db03-6ce0-4ed1-8d86-2ae9d0df930b.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews}","f","40.758557018572596","-73.92136501698573","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Essentials}","1","1","3","2017-08-07","2017-08-20","100","9","10","10","10","10","10","flexible","1.55","$103.00"
"17865967","https://a0.muscache.com/im/pictures/6f4c6760-b14f-4a0e-876b-281642db8cea.jpg?aki_policy=large","100128949","2016-10-18","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/f4fb25c0-0b7c-4087-a21a-b658684257e4.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews}","f","40.756149224241334","-73.91281478129024","Apartment","Private room","1","1.5","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","1","5","2","2017-05-24","2017-07-01","60","7","6","10","10","10","6","strict","0.45","$45.00"
"11262090","https://a0.muscache.com/im/pictures/ae55f475-147f-4c01-b4ce-8936f4639be9.jpg?aki_policy=large","36124032","2015-06-18","within a day","75%","N/A","f","https://a0.muscache.com/im/pictures/bc41c0df-d77a-4a3e-a2cc-106305270d81.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, work_email}","t","40.758397125534955","-73.9130756682726","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Breakfast,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","7","3","2016-09-20","2017-06-23","100","10","10","10","10","10","10","strict","0.24","$60.00"
"9238214","https://a0.muscache.com/im/pictures/33a87511-1d95-485e-9cdb-8fe77ed87aa6.jpg?aki_policy=large","48016303","2015-11-02","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/31c9b6a4-2c54-4e60-83d0-61ffbbbf2dde.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, government_id}","t","40.75546368425171","-73.91768332182203","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","5","2015-12-05","2016-08-25","96","10","10","10","10","10","10","strict","0.22","$39.00"
"3263561","https://a0.muscache.com/im/pictures/41462632/c32e51b5_original.jpg?aki_policy=large","4166597","2012-11-16","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/4166597/profile_pic/1366697129/original.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, kba}","t","40.75715708641026","-73.91775394965676","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo}","1","1","2","2014-06-22","2014-06-26","89","9","9","9","9","9","9","flexible","0.05","$60.00"
"10723142","https://a0.muscache.com/im/pictures/15a8520e-dbab-4512-bddf-ba63ae63c8bf.jpg?aki_policy=large","24981045","2014-12-18","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/7cb0d863-9cea-4e58-8455-ea45937bce4e.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, government_id}","t","40.760605261443246","-73.91766590391089","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Smoke detector,24-hour check-in}","1","1","1","2016-02-01","2016-02-01","100","10","10","10","10","10","10","flexible","0.05","$35.00"
